url,thumbnail_url,created_at,play_count,play_count_increase,account_name,likes_count,comment_count,hashtags,music_info,caption,category,display_name,content_type,ten_days_increase,product,likes_count_increase,ten_days_likes_increase,comment_count_increase,ten_days_comment_increase,account_type,save_count,save_count_increase,video_id,ten_days_save_increase,is_pr
https://www.tiktok.com/@utiha23/video/7524295125913193749,gs://tiktok-data-bucket/thumbnails/7524295125913193749.jpg,2025/7/8,31600,31600,utiha23,3439,49,"DIO,声真似,ジョジョ,jjba @しゃりんジョースター @小塩 りっくん🦓👑",オリジナル楽曲,ピストルズを部下にできるかッ⁉️DIOッ‼️#DIO #声真似 #ジョジョ #jjba @しゃりんジョースター @小塩 りっくん🦓👑,,だいき,video,31600,,3439,3439,49,49,エンタメ・おもしろ,311,311,7.5243E+18,311,0
https://www.tiktok.com/@whitebox1234/video/7524283486656662802,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524283486656662802.jpg,2025/7/8,57400,57400,whitebox1234,1081,43,"ミセス,ライラック,歌ってみた,アカペラ,WHITEBOX",オリジナル楽曲,【ライラック】 ダンスでバズり中のMrs.GREEN APPLEの最強曲ハモってみた！！ @灯橙あか  @りおとあか（WHITEBOX）  @ホワイト/WHITEBOX  @テディ@WHITEBOX  #ミセス#ライラック #歌ってみた #アカペラ  #WHITEBOX,,WHITEBOX【official】,video,57400,,1081,1081,43,43,アーティスト,78,78,7.52428E+18,78,0
https://www.tiktok.com/@gomihiroisamurai/video/7524337066986065170,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524337066986065170.jpg,2025/7/8,1673,1673,gomihiroisamurai,85,12,"japan,japanese,pickup,trash,samurai,sdgs",The Muppet Show - Main Title,🇯🇵 Japanese SAMURAI🇯🇵 #japan #japanese #pickup #trash #samurai #sdgs,,Pick up trash SAMURAI ゴミ拾い侍,video,1673,,85,85,12,12,"ライフスタイル,エンタメ・おもしろ",4,4,7.52434E+18,4,0
https://www.tiktok.com/@homame7/video/7524308489292860690,gs://tiktok-data-bucket/thumbnails/7524308489292860690.jpg,2025/7/8,2806,2806,homame7,245,8,"オトノケ,cover,歌ってみた,ダンダダン,Dandadan,Otonoke,Creepynuts,オカルンコスプレ,高倉健コスプレ,ダンダダンコスプレ,cosplay",オリジナル楽曲,オカルンコスで歌って踊ってみた！地毛注意👽 #オトノケ #cover #歌ってみた #ダンダダン #Dandadan #Otonoke #Creepynuts #オカルンコスプレ #高倉健コスプレ #ダンダダンコスプレ #cosplay,,ほまめ🥒,video,2806,,245,245,8,8,エンタメ・おもしろ,25,25,7.52431E+18,25,0
https://www.tiktok.com/@hamutsun_serve_crew/video/7524371873375718664,gs://tiktok-data-bucket/thumbnails/7524371873375718664.jpg,2025/7/8,1156,1156,hamutsun_serve_crew,153,9,"飲み会,beer,酒 @🐸Я10🍒 @YUKABON",AIN'T GONNA STOP,#飲み会 #beer #酒 @🐸Я10🍒 @YUKABON,,【プロ中のプロダンサー】はむつんサーブ 【OFFICIAL】,video,1156,,153,153,9,9,エンタメ・おもしろ,7,7,7.52437E+18,7,0
https://www.tiktok.com/@37.sena/video/7524366906044779784,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524366906044779784.jpg,2025/7/8,2881,2881,37.sena,256,4,,sonido original,,,聖那Sena🌙,video,2881,,256,256,4,4,"美容,女性インフルエンサー",11,11,7.52437E+18,11,0
https://www.tiktok.com/@37.sena/video/7524367111204916498,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524367111204916498.jpg,2025/7/8,2575,2575,37.sena,224,6,,som original,,,聖那Sena🌙,video,2575,,224,224,6,6,"美容,女性インフルエンサー",10,10,7.52437E+18,10,0
https://www.tiktok.com/@37.sena/video/7524367437165268232,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524367437165268232.jpg,2025/7/8,9643,9643,37.sena,867,9,,som original,,,聖那Sena🌙,video,9643,,867,867,9,9,"美容,女性インフルエンサー",58,58,7.52437E+18,58,0
https://www.tiktok.com/@serizawa._nao_3rd/video/7524458787621571847,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524458787621571847.jpg,2025/7/8,4513,4513,serizawa._nao_3rd,442,42,"Cute,selfie,slowmo,fyp,CapCut",原聲,#Cute #selfie #slowmo #fyp #CapCut,,尚ちゃん🐱🐾,video,4513,,442,442,42,42,女性インフルエンサー,46,46,7.52446E+18,46,0
https://www.tiktok.com/@96chopasama/video/7524292742197824786,gs://tiktok-data-bucket/thumbnails/7524292742197824786.jpg,2025/7/8,25500,25500,96chopasama,2221,37,"アイドル,ギャル,平成,平成ギャル,黒ギャル,おすすめ,fyp,fyqqqqqqqqqq",会いにKiTE!（2025ver.）,朝起きても編集中もメイク中も車の中でもずーーっとiLiFE!さん聴きよる🎧‎💖来世はアイドル志望 #アイドル #ギャル #平成 #平成ギャル #黒ギャル #おすすめ #fyp #fyqqqqqqqqqq,,ゆ～ちょぱ🌺🍠ギャルYouTuber,video,25500,,2221,2221,37,37,"女性インフルエンサー,美容",110,110,7.52429E+18,110,0
https://www.tiktok.com/@rickshaws/video/7524265589611810056,gs://tiktok-data-bucket/thumbnails/7524265589611810056.jpg,2025/7/8,43300,43300,rickshaws,1344,43,"au,gopro,ガンプ鈴木,旅人,YBI,フッ軽",オリジナル楽曲,シャルガオまで来たーー🤣 #au #gopro #ガンプ鈴木 #旅人 #YBI #フッ軽,,ガンプ鈴木 人力車の旅人,video,43300,,1344,1344,43,43,エンタメ・おもしろ,63,63,7.52427E+18,63,0
https://www.tiktok.com/@tsusshinofude11/video/7524273166957513992,gs://tiktok-data-bucket/thumbnails/7524273166957513992.jpg,2025/7/8,1609,1609,tsusshinofude11,160,11,"ayasemomo,dandadan,drawing,momo,art,ダンダダン,綾瀬モモ,イラスト,描いてみた,つっしーの筆' by つっしーの筆【24Brush】",革命道中 唸るぜ1サビver.,@Sergio Azael Valadezに返信 綾瀬モモを描いてみた！ #ayasemomo #dandadan #drawing #momo #art #ダンダダン #綾瀬モモ #イラスト #描いてみた #つっしーの筆' by つっしーの筆【24Brush】,,つっしーの筆【24Brush】,video,1609,,160,160,11,11,アーティスト,19,19,7.52427E+18,19,0
https://www.tiktok.com/@orukirulab/video/7524273163962797332,gs://tiktok-data-bucket/thumbnails/7524273163962797332.jpg,2025/7/8,1234,1234,orukirulab,50,3,"オルキルラボ,orukirulab,おりがみ,origami,flower,花,かわいい",アイサレタイ,丸っこいお花の作り方🌸皆さんは何色で作りたいですか？✨#オルキルラボ #orukirulab #おりがみ #origami #flower #花 #かわいい,,オルキルラボ,video,1234,,50,50,3,3,アーティスト,9,9,7.52427E+18,9,0
https://www.tiktok.com/@tenshinryu/video/7524497400057105672,https://storage.googleapis.com/tiktok-data-bucket/thumbnails/7524497400057105672.jpg,2025/7/8,6034,6034,tenshinryu,444,10,,オリジナル楽曲,天心流兵法  フランスセミナー最後の演武' by 古武術 天心流兵法,,古武術 天心流兵法,video,6034,,444,444,10,10,スポーツ,33,33,7.5245E+18,33,0
https://www.tiktok.com/@minnanotakamichi/video/7524358129572728082,gs://tiktok-data-bucket/thumbnails/7524358129572728082.jpg,2025/7/8,16700,16700,minnanotakamichi,924,15,"たかみち店長,店長あるある,お笑い芸人,ネタ動画,fyp,おすすめにのりたい' by たかみち店長",オリジナル楽曲,【美人女性客にジッと見られて勘違いする店長】#たかみち店長 #店長あるある #お笑い芸人 #ネタ動画 #fyp #おすすめにのりたい' by たかみち店長,,たかみち店長,video,16700,,924,924,15,15,エンタメ・おもしろ,30,30,7.52436E+18,30,0
https://www.tiktok.com/@s_410yuya/video/7524376547856239880,gs://tiktok-data-bucket/thumbnails/7524376547856239880.jpg,2025/7/8,5946,5946,s_410yuya,202,11,"bts,ohtani,yuyaohtani,정국,JUNGKOOK",sonido original,JUNGKOOK！？ #bts #ohtani #yuyaohtani #정국 #JUNGKOOK,,ももくん/YUYA OHTANI【原宿マスコット】,video,5946,,202,202,11,11,男性インフルエンサー,16,16,7.52438E+18,16,0
